init_mode,init_mode_effective,init_warning,SNR_dB,T,ris_shape,K,N,trial,seed,pipeline,failed,error,Y_NMSE,Z_NMSE,raw_noisy_residual,Z_noisy_residual,position_error,range_RMSE,delay_RMSE,polarization_angle_RMSE,delay_geometry_consistency_RMSE,compressed_ris_manifold_residual,evs_maxwell_consistency_residual,common_delay_pole_consistency,vp_converged,vp_nfev,vp_final_noisy_objective,vp_initial_noisy_objective,vp_initial_Y_NMSE,vp_worsened_noisy_objective,vp_worsened_true_nmse,optimizer_converged,optimizer_status,optimizer_message,nfev,initial_noisy_objective,final_noisy_objective,relative_noisy_objective_decrease,final_position_error,final_Y_NMSE,fail_convergence,fail_position_50cm,fail_position_1m,fail_nmse_1e2,fail_noisy_objective_increase,stage2_worsened_noisy_z_residual,stage2_worsened_true_z_nmse,stage2_initial_Z_noisy_residual,stage2_final_Z_noisy_residual,stage2_initial_Z_NMSE,stage2_final_Z_NMSE,success_pos_10cm,success_pos_20cm,success_pos_50cm,success_nmse_1e3,success_nmse_1e2
clean,clean,,0.0,128,32x32,2,24,8,2026052808,Stage-I only,False,,0.00048474764157699016,0.0003583063787827486,0.5026332551872034,0.5038599609500165,0.30089106912656566,0.038888918107238546,1.9439039817541817e-11,0.01639071087385152,8.933329387655764e-11,6.800960055743215e-25,1.0000036779812971e-20,6.206335383118183e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,True
clean,clean,,0.0,128,32x32,2,24,8,2026052808,Stage-I + VP,False,,0.00018704217633427802,0.00018784290610701981,0.5025406355867862,0.5038530272537649,0.007858881674268318,0.0005171551916419213,1.6971142172613894e-12,0.01657565300315523,1.4475660719677982e-24,6.79580644126055e-25,9.999996431257291e-21,1.3401577416544657e-16,True,721,0.5025406355867862,0.5225626077753188,0.03974422119128589,False,False,True,1,SciPy unavailable; used bounded coordinate-search fallback,721,0.5225626077753188,0.5025406355867862,0.03831497296328038,0.007858881674268318,0.00018704217633427802,False,False,False,False,False,,,,,,,True,True,True,True,True
clean,clean,,0.0,128,32x32,2,24,8,2026052808,Stage-I + Stage-II,False,,0.0003227462941797312,0.00030769453563411455,0.5025635254508677,0.5038143493505924,0.2996508143990257,0.06266477456278642,7.584747904317534e-12,0.020613067810533875,1.5322916281149493e-10,6.8121197936074415e-25,9.999983867616941e-21,5.551115123125783e-17,,,,,,,,,,,,,,,,,,,,,,False,False,0.5038599609500165,0.5038143493505924,0.0003583063787827486,0.00030769453563411455,False,False,True,True,True
clean,clean,,0.0,128,32x32,2,24,8,2026052808,Stage-I + Stage-II + VP,False,,0.0001860074217628647,0.00018693520853636949,0.5025405377284302,0.5038548465434217,0.00788503409697177,0.0005882005601674119,1.6915385000751422e-12,0.016600801744427275,4.1359030627651384e-25,6.795926289095007e-25,9.999985942847018e-21,7.850462293418876e-17,True,561,0.5025405377284302,0.5414147122366548,0.0776499658744185,False,False,True,1,SciPy unavailable; used bounded coordinate-search fallback,561,0.5414147122366548,0.5025405377284302,0.07180110482707484,0.00788503409697177,0.0001860074217628647,False,False,False,False,False,False,False,0.5038599609500165,0.5038143493505924,0.0003583063787827486,0.00030769453563411455,True,True,True,True,True
clean,clean,,0.0,128,32x32,2,24,9,2026052809,Stage-I only,False,,0.0004250112476903603,0.0002921774119740056,0.49911376629744525,0.5000703240914014,0.30591420715567363,0.10911330663032169,7.817618815734299e-11,0.04137624255014812,3.047765692869973e-10,6.116913911904581e-25,9.999980727872145e-21,1.1757450506243965e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,True
clean,clean,,0.0,128,32x32,2,24,9,2026052809,Stage-I + VP,False,,0.0032686770101897906,0.0031645266113201147,0.5006279436408896,0.5017112978101361,0.05151080219326801,0.039018878503600994,7.293104923493322e-11,0.05794335299688143,2.0679515313825692e-24,6.161657735432433e-25,1.0000010917995189e-20,1.1757450506243965e-16,True,1041,0.5006279436408896,0.5789698734367462,0.15758059813496053,False,False,True,1,SciPy unavailable; used bounded coordinate-search fallback,1041,0.5789698734367462,0.5006279436408896,0.13531261882560747,0.05151080219326801,0.0032686770101897906,False,False,False,False,False,,,,,,,True,True,True,False,True
clean,clean,,0.0,128,32x32,2,24,9,2026052809,Stage-I + Stage-II,False,,0.00037013969698576084,0.00028401986796435126,0.49908352488145097,0.500027423229074,0.39253565108227545,0.35255276971715493,6.514009402580454e-11,0.046493093896976895,9.818789387782978e-10,6.114297180174171e-25,1.0000015014105009e-20,6.206335383118183e-17,,,,,,,,,,,,,,,,,,,,,,False,False,0.5000703240914014,0.500027423229074,0.0002921774119740056,0.00028401986796435126,False,False,True,True,True
clean,clean,,0.0,128,32x32,2,24,9,2026052809,Stage-I + Stage-II + VP,False,,0.00015755873411776546,0.0001553515179740449,0.4990923267129672,0.5001472313162987,0.009329153627575883,0.007124062662761487,1.18706207957034e-11,0.03558965418119082,1.7052765185096254e-24,6.097952793032247e-25,9.999988041858631e-21,6.206335383118183e-17,True,1041,0.4990923267129672,0.9675349777393791,0.9324576498568655,False,False,True,1,SciPy unavailable; used bounded coordinate-search fallback,1041,0.9675349777393791,0.4990923267129672,0.4841609469467618,0.009329153627575883,0.00015755873411776546,False,False,False,False,False,False,False,0.5000703240914014,0.500027423229074,0.0002921774119740056,0.00028401986796435126,True,True,True,True,True
clean,clean,,0.0,128,32x32,2,24,10,2026052810,Stage-I only,False,,0.00033036066819768325,0.0003271804885436986,0.501071221962377,0.49911037723626617,0.29454257928073746,0.15038066175025158,5.910159642018878e-12,0.012003114912241951,4.980129637997174e-10,7.186043409623915e-25,1.0000000001564921e-20,1.3877787807814457e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,True
clean,clean,,0.0,128,32x32,2,24,10,2026052810,Stage-I + VP,False,,0.00012413879667901723,0.00012421463536925654,0.501039961796615,0.49912398219867143,0.0011447306708210533,0.0006527697004868142,1.51662517381604e-12,0.012763158174404779,2.198262631226462e-24,7.196453918230182e-25,9.999988318281809e-21,7.850462293418876e-17,True,417,0.501039961796615,0.5996576838477007,0.19685432781623718,False,False,True,1,SciPy unavailable; used bounded coordinate-search fallback,417,0.5996576838477007,0.501039961796615,0.1644566970580707,0.0011447306708210533,0.00012413879667901723,False,False,False,False,False,,,,,,,True,True,True,True,True
clean,clean,,0.0,128,32x32,2,24,10,2026052810,Stage-I + Stage-II,False,,0.00028758825447147126,0.0002769836151720753,0.5010395489796665,0.49906296289298213,0.2939912566280433,0.16345114579985784,4.26350938694872e-12,0.00642998853904391,4.93975786243662e-10,7.197097389351793e-25,9.999985045419027e-21,7.850462293418876e-17,,,,,,,,,,,,,,,,,,,,,,False,False,0.49911037723626617,0.49906296289298213,0.0003271804885436986,0.0002769836151720753,False,False,True,True,True
clean,clean,,0.0,128,32x32,2,24,10,2026052810,Stage-I + Stage-II + VP,False,,0.00012779192326289112,0.00012753647342290486,0.5010398648847337,0.4991235500097362,0.001347075293639289,0.0007428735508872758,1.7747227185438286e-12,0.012652887997717603,4.1359030627651384e-25,7.194486345339182e-25,9.9999801211891e-21,7.850462293418876e-17,True,513,0.5010398648847337,0.5857568323051296,0.1686337472733318,False,False,True,1,SciPy unavailable; used bounded coordinate-search fallback,513,0.5857568323051296,0.5010398648847337,0.1446282189949183,0.001347075293639289,0.00012779192326289112,False,False,False,False,False,False,False,0.49911037723626617,0.49906296289298213,0.0003271804885436986,0.0002769836151720753,True,True,True,True,True
