init_mode,init_mode_effective,init_warning,SNR_dB,T,ris_shape,pipeline,num_rows,num_failed,failure_rate,Y_NMSE_mean,Y_NMSE_std,Y_NMSE_median,position_error_mean,position_error_std,position_error_median,position_error_p90,position_error_p95,range_RMSE_mean,range_RMSE_std,range_RMSE_median,delay_RMSE_mean,delay_RMSE_std,delay_RMSE_median,delay_geometry_consistency_RMSE_mean,delay_geometry_consistency_RMSE_std,delay_geometry_consistency_RMSE_median,compressed_ris_manifold_residual_mean,compressed_ris_manifold_residual_std,compressed_ris_manifold_residual_median,evs_maxwell_consistency_residual_mean,evs_maxwell_consistency_residual_std,evs_maxwell_consistency_residual_median,common_delay_pole_consistency_mean,common_delay_pole_consistency_std,common_delay_pole_consistency_median,success_pos_10cm_rate,success_pos_20cm_rate,success_pos_50cm_rate,success_nmse_1e3_rate,success_nmse_1e2_rate,vp_convergence_rate,vp_worsened_noisy_rate,vp_worsened_true_nmse_rate,fail_convergence_rate,fail_position_50cm_rate,fail_position_1m_rate,fail_nmse_1e2_rate,fail_noisy_objective_increase_rate,stage2_worsened_noisy_z_rate,stage2_worsened_true_z_nmse_rate,improvement_rate_position,improvement_rate_Y_NMSE,VP_success_gain_20cm,VP_success_gain_50cm
weak,weak,,10.0,64,32x32,Stage-I + Stage-II,50,0,0.0,0.10685894509226643,0.25397602139641834,7.299387972635102e-05,0.3884769870649314,0.5361644937452803,0.0836069745778089,1.2712332667502722,1.339591595907198,0.28324756556925196,0.4291276596000131,0.0747808688025748,2.4607384357570487e-10,1.6659247116809289e-09,5.9291817009442785e-12,8.239048029012941e-10,1.480795339514121e-09,1.622995003974946e-10,0.01852055920022354,0.1309601300184497,2.382741210470348e-24,1.0000000641965073e-20,1.5123655784907582e-26,1.000000130982204e-20,1.0323178776535509e-16,4.577525227903254e-17,1.0864125050616666e-16,0.54,0.62,0.74,0.76,0.76,,,,,,,,,0.0,0.6,0.54,0.5,0.09999999999999998,0.07999999999999996
weak,weak,,10.0,64,32x32,Stage-I + Stage-II + VP,50,0,0.0,0.21225503325886233,0.3979641487720916,3.21190349082298e-05,0.2539485524126453,0.4711604607230604,0.0030626237562471313,1.1637194506964101,1.2270508382646126,0.14580011492145056,0.27346875829109996,0.0007588013264320916,3.7476860562689116e-10,8.491825624301829e-10,2.182013863293699e-12,1.7206892828002794e-24,7.595030244633397e-25,1.7052765185096254e-24,2.4534822925275348e-24,3.4102595627919326e-25,2.394147273931808e-24,1.0000005147033222e-20,1.491741550507024e-26,1.000000441476658e-20,1.08818725840978e-16,4.364063833197373e-17,1.1451440371754755e-16,0.76,0.76,0.76,0.76,0.76,0.96,0.0,0.0,0.04,0.24,0.14,0.24,0.0,0.0,0.6,0.54,0.5,0.09999999999999998,0.07999999999999996
weak,weak,,10.0,64,32x32,Stage-I + VP,50,0,0.0,0.25565035593721974,0.41496562819039284,3.990904734131491e-05,0.32986127906313717,0.49769677879385227,0.004074981954826418,1.1637203584741085,1.2648652617764125,0.19076253748443583,0.306377442790717,0.0008941063747586939,4.1796304346315037e-10,8.005963567643715e-10,3.1085433678411144e-12,1.9436102659948148e-24,5.501031734855759e-25,1.9002668261227785e-24,2.4548519616708496e-24,3.196512910116618e-25,2.411461967384991e-24,9.999995807502493e-21,1.6165220337609082e-26,9.999995523117833e-21,9.189502906379603e-17,4.9916221731519386e-17,9.585185769395683e-17,0.66,0.66,0.68,0.66,0.68,0.94,0.0,0.0,0.06,0.32,0.16,0.32,0.0,,,0.54,0.5,0.09999999999999998,0.07999999999999996
weak,weak,,10.0,64,32x32,Stage-I only,50,0,0.0,0.1488585426617858,0.2857505046889103,7.937442249261778e-05,0.4636413986303243,0.5658842053907328,0.08155588373650172,1.3193793136036038,1.4578120664168108,0.40925742239234614,0.506177850442821,0.08646119620363595,3.033859153166125e-10,1.710787107254624e-09,6.515944695092349e-12,9.980190475949897e-10,1.359797293844375e-09,2.1707773443833173e-10,2.4077924119561925e-24,3.8261662665729773e-25,2.345758558405118e-24,1.000000061109093e-20,1.4295539717112235e-26,9.999999744739894e-21,9.03055384505165e-17,4.753811320766193e-17,9.252465582966245e-17,0.56,0.58,0.64,0.66,0.66,,,,,,,,,,,0.54,0.5,0.09999999999999998,0.07999999999999996
weak,weak,,10.0,64,8x8,Stage-I + Stage-II,50,0,0.0,6.125925027450285e-05,2.5670972600293295e-05,5.708787085390759e-05,0.6764256155837848,0.3118018268692918,0.6754116453625275,1.0613008683262877,1.124119430764419,0.9744479527428845,0.4039784024515578,0.9682186477638797,6.2322657400967595e-12,4.626003875510046e-12,5.138623163548228e-12,2.2128259169156517e-09,1.2080539101750389e-09,2.254794598382425e-09,2.5015006806781766e-24,4.254631819841714e-25,2.5115949090892673e-24,9.999996621239519e-21,1.1614950371914838e-26,9.999999237547429e-21,9.1502047152411e-17,4.3975841446538475e-17,8.326672684688674e-17,0.0,0.1,0.34,1.0,1.0,,,,,,,,,0.0,0.68,0.54,0.52,0.020000000000000018,0.020000000000000018
weak,weak,,10.0,64,8x8,Stage-I + Stage-II + VP,50,0,0.0,0.0016519785707744844,0.011462830169882265,3.039793615055266e-05,0.020767632533964887,0.08487843583471988,0.008059569672233431,0.016320803040992156,0.02440636324733518,0.0019254803035288195,0.002215954973391599,0.0013660952115419826,2.7679136149849295e-12,2.4532938247915195e-12,2.2975012963105457e-12,1.8569128575908218e-24,6.8805173792592885e-25,1.9509015729070716e-24,2.501398050439227e-24,4.250669990665102e-25,2.5150292421723014e-24,9.999999074246148e-21,1.695682095393039e-26,9.99999900113298e-21,1.0085989520252596e-16,4.527134775876238e-17,1.1102230246251565e-16,0.98,0.98,0.98,0.98,0.98,1.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.68,0.54,0.52,0.020000000000000018,0.020000000000000018
weak,weak,,10.0,64,8x8,Stage-I + VP,50,0,0.0,0.018976555575873022,0.1339433521145855,3.039871793889574e-05,0.05016910869357804,0.22538143482486986,0.007886818799235543,0.018882013081464456,0.026896337552788294,0.019798453787354512,0.12676479942712066,0.0013659989529080144,4.715192441863295e-11,3.1423481736664687e-10,2.297520813828211e-12,1.7687736363680283e-24,7.226265572619069e-25,1.8611563782443123e-24,2.4922563896500788e-24,4.2386017845882665e-25,2.4997765412066435e-24,1.0000000932667576e-20,1.6120283953891107e-26,1.0000001400049374e-20,8.272581155739711e-17,4.658628023885773e-17,8.326672684688674e-17,0.96,0.96,0.96,0.98,0.98,1.0,0.0,0.0,0.0,0.04,0.02,0.02,0.0,,,0.54,0.52,0.020000000000000018,0.020000000000000018
weak,weak,,10.0,64,8x8,Stage-I only,50,0,0.0,6.133568699172147e-05,2.791685263188742e-05,5.759230519326194e-05,0.8392854493763703,0.3796163781876536,0.86021376018343,1.2095220481850615,1.6541767420108415,1.1692851929254082,0.475239518022985,1.234237541191154,6.808801252891775e-12,5.429417731728471e-12,5.673822689850852e-12,2.3345817728714204e-09,1.462747521119208e-09,2.2541829200702367e-09,2.50156097587248e-24,4.254746199161851e-25,2.5102284515597785e-24,9.999997808031141e-21,1.3449581517113038e-26,9.99999899146956e-21,8.603395610867821e-17,3.8208364078870714e-17,8.326672684688674e-17,0.0,0.04,0.2,1.0,1.0,,,,,,,,,,,0.54,0.52,0.020000000000000018,0.020000000000000018
weak,weak,,10.0,128,16x16,Stage-I + Stage-II,50,0,0.0,3.609265903460543e-05,1.4771623003868097e-05,3.2033588087653346e-05,0.17368567899802453,0.1656666018665438,0.11603893773365219,0.45303787444369764,0.5138793676000317,0.24415184144585148,0.22684416780018266,0.17061292721112908,7.133321131657709e-12,1.0254986805980629e-11,3.899926652189328e-12,5.312625388361833e-10,5.349569178783684e-10,3.9059228575126207e-10,6.222434865608062e-25,8.447037037279301e-26,5.9634280436307795e-25,9.999998823088984e-21,1.320244562562638e-26,9.999997707182757e-21,1.0244175781560385e-16,5.649203867395924e-17,1.1102230246251565e-16,0.4,0.74,0.94,1.0,1.0,,,,,,,,,0.0,0.7,0.54,0.66,0.0,0.0
weak,weak,,10.0,128,16x16,Stage-I + Stage-II + VP,50,0,0.0,0.019410879622855145,0.13714557379265527,1.4270970039536382e-05,0.02038861101410061,0.11942225405297102,0.003027720727742546,0.0065013808756498636,0.008474480419260863,0.013412404160325124,0.08876972673995566,0.0006768182899340189,1.8546071897863933e-11,1.1763188341684404e-10,1.7487892013776202e-12,1.7810842629426854e-24,7.1146224648158245e-25,1.7360675407182024e-24,6.223428891483281e-25,8.444067471030365e-26,5.972209548131126e-25,1.000000053920623e-20,1.6599015074213004e-26,1.000000160051794e-20,9.540728875513238e-17,4.272592014945898e-17,1.1102230246251565e-16,0.98,0.98,0.98,0.98,0.98,0.98,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.7,0.54,0.66,0.0,0.0
weak,weak,,10.0,128,16x16,Stage-I + VP,50,0,0.0,0.019411182460285475,0.13714771455716745,1.4271052043178208e-05,0.020254681087641897,0.11847496565371646,0.0030276814704279383,0.006501604375904051,0.008474437147256146,0.013417866711567347,0.08880825443357512,0.000676856400927497,1.8560630116288088e-11,1.1773460481255183e-10,1.7487891497854688e-12,1.7921057412909383e-24,7.629333746026377e-25,1.8082453211326328e-24,6.22360613218036e-25,8.442984958378469e-26,5.972634781744635e-25,1.0000005875915228e-20,1.683444566555716e-26,1.0000001307145124e-20,8.967961789760578e-17,4.5550361939235863e-17,9.167043895452739e-17,0.98,0.98,0.98,0.98,0.98,0.98,0.0,0.0,0.02,0.02,0.0,0.02,0.0,,,0.54,0.66,0.0,0.0
weak,weak,,10.0,128,16x16,Stage-I only,50,0,0.0,3.463497594683778e-05,1.578937264159154e-05,2.8649287442580097e-05,0.16615320927266633,0.16091780404612382,0.13197197005129768,0.38672054099470876,0.45992793384829495,0.23229075314366335,0.22118946594244182,0.19282974753040616,7.701015720059159e-12,1.0569499256730381e-11,4.1116001215030984e-12,5.157894103238756e-10,5.369622486047416e-10,3.428761729965363e-10,6.222802722456157e-25,8.452336141546767e-26,5.965869001387557e-25,9.99999628027247e-21,1.7169005064375893e-26,9.999997137152441e-21,1.030787388813308e-16,4.868582459345195e-17,1.1102230246251565e-16,0.4,0.76,0.96,1.0,1.0,,,,,,,,,,,0.54,0.66,0.0,0.0
weak,weak,,10.0,128,32x32,Stage-I + Stage-II,50,0,0.0,0.03168210757359329,0.14120595640658143,3.498271416245813e-05,0.21344706692545098,0.4933666244222329,0.031467589528316076,0.38790471508407104,1.6494955545936596,0.16446230009522367,0.3427281967552188,0.04368982544792145,4.76347584967597e-12,3.820665295361872e-12,3.484107393211815e-12,3.9099878975081823e-10,8.282602273543716e-10,8.763676225758885e-11,0.01969779163148019,0.13928442037019267,6.070044884132898e-25,9.999994015691406e-21,1.5597159227650306e-26,9.999997171851607e-21,9.22997056676141e-17,4.852648359080427e-17,9.47634626983522e-17,0.8,0.84,0.9,0.9,0.9,,,,,,,,,0.0,0.66,0.58,0.58,0.12,0.08000000000000007
weak,weak,,10.0,128,32x32,Stage-I + Stage-II + VP,50,0,0.0,0.09873424253588522,0.299198925577164,1.5320723210734394e-05,0.12887496518320352,0.3957093646203898,0.0016917202649418186,0.10495825709170833,1.122102451488237,0.0826922392174298,0.25724540636276666,0.0003852133044424149,2.1153609782608423e-10,7.090804907024013e-10,1.2794798908969424e-12,1.692401087373226e-24,7.182747938865863e-25,1.8082453211326328e-24,6.131061866000899e-25,8.996810851473191e-26,6.075768047493668e-25,9.999998325470813e-21,1.402389754490899e-26,9.999999556510794e-21,9.794900576559053e-17,4.732405953953609e-17,1.0864125050616666e-16,0.9,0.9,0.9,0.9,0.9,1.0,0.0,0.0,0.0,0.1,0.06,0.1,0.0,0.0,0.66,0.58,0.58,0.12,0.08000000000000007
weak,weak,,10.0,128,32x32,Stage-I + VP,50,0,0.0,0.1857032807089886,0.37370028332024463,1.6831128113490592e-05,0.21977239616779298,0.45627554200887677,0.0021769459176443793,0.977550802123436,1.2921773725204535,0.14437032946065403,0.3040991238721213,0.000434530022925881,3.4014386194224464e-10,7.888157751776998e-10,1.4330849520615738e-12,1.8912363805589515e-24,7.961832244794753e-25,1.9509015729070716e-24,6.19115615440011e-25,9.001599723404041e-26,6.199445752520765e-25,1.0000003821137291e-20,1.5217116634714836e-26,1.0000003733543548e-20,9.691281719258227e-17,4.030705834137688e-17,1.1102230246251565e-16,0.78,0.78,0.82,0.78,0.78,1.0,0.0,0.0,0.0,0.18,0.08,0.22,0.0,,,0.58,0.58,0.12,0.08000000000000007
weak,weak,,10.0,128,32x32,Stage-I only,50,0,0.0,0.06979887532724681,0.19342362152194953,3.43014663068539e-05,0.32929399516225255,0.5658307767888605,0.03363885181578213,1.2354568623672293,1.6478238717473517,0.29669388869138213,0.4778901586800081,0.0441380026415439,6.505098612898351e-11,4.2569066397082464e-10,3.5824597660427862e-12,6.530155497662459e-10,1.09506615160854e-09,1.169864429668639e-10,6.137230180708795e-25,8.588179447002278e-26,6.017587335003272e-25,1.0000001302882063e-20,1.4526758632846852e-26,1.0000001179792186e-20,9.720046720017334e-17,4.6834895903403855e-17,1.0626019854981767e-16,0.7,0.74,0.78,0.78,0.82,,,,,,,,,,,0.58,0.58,0.12,0.08000000000000007
weak,weak,,10.0,128,8x8,Stage-I + Stage-II,50,0,0.0,3.275323069768369e-05,1.2968722761833107e-05,3.0557889154595416e-05,0.5378834073758018,0.2980361435917736,0.545735145461014,0.8819502440427954,1.054368783129073,0.7695283895734748,0.39944735149358623,0.7003520429751469,3.723908341104328e-12,2.41270361564838e-12,3.4884966424565018e-12,1.7035224860276298e-09,1.111434834237044e-09,1.7174331593981727e-09,6.269850617175643e-25,7.940371428837286e-26,6.357409777172e-25,9.999999566945181e-21,1.4691276732163998e-26,1.000000077873098e-20,1.0581034093472344e-16,4.705215950132654e-17,1.1102230246251565e-16,0.02,0.12,0.48,1.0,1.0,,,,,,,,,0.0,0.62,0.34,0.3,0.0,0.0
weak,weak,,10.0,128,8x8,Stage-I + Stage-II + VP,50,0,0.0,2.0092596199045438e-05,2.3492365562591125e-05,1.6051906703043554e-05,0.018616922752344892,0.08568546381102311,0.00547194904579725,0.014634336819122224,0.019994558099224024,0.00150432995479349,0.002024101957757176,0.0010133514920006494,2.0241303577564964e-12,1.9328726395825414e-12,1.6109724109768466e-12,1.706136435327842e-24,6.720891895180456e-25,1.7668585629267794e-24,6.272214316419184e-25,7.967251799782504e-26,6.3616213521815845e-25,9.999996926476098e-21,1.7285441215257768e-26,1.0000001098677817e-20,9.924755995741593e-17,4.626977379032204e-17,1.1102230246251565e-16,0.98,0.98,0.98,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.62,0.34,0.3,0.0,0.0
weak,weak,,10.0,128,8x8,Stage-I + VP,50,0,0.0,1.785353766464824e-05,9.511799007492306e-06,1.6052198520967495e-05,0.018516087968810716,0.08495018479867397,0.005471497868571029,0.014634142776604976,0.019994841118424183,0.001571359008348338,0.002338422199316906,0.001039962073897737,2.0947793518954267e-12,2.2032133034602477e-12,1.626460719308383e-12,1.9695683462850114e-24,7.717434090577979e-25,1.8611563782443123e-24,6.271822277022124e-25,7.966821449486832e-26,6.351220155951204e-25,9.999999321859817e-21,1.38604186448463e-26,9.999998669706786e-21,9.5457019150984e-17,4.2146981813311964e-17,1.1102230246251565e-16,0.98,0.98,0.98,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,,,0.34,0.3,0.0,0.0
weak,weak,,10.0,128,8x8,Stage-I only,50,0,0.0,3.196104349948457e-05,1.2753680487808583e-05,3.096783633977461e-05,0.6335207377280239,0.3815368160488677,0.5875938628803041,1.111193113458193,1.3035152448167084,0.8927589531984594,0.5085046382890942,0.8734968414087425,4.247653338411405e-12,3.2759169856428385e-12,3.7276884748908224e-12,1.90546276865551e-09,1.3288702419477773e-09,1.6227663268570025e-09,6.2711833055019725e-25,7.947652960106125e-26,6.361740971073867e-25,1.000000079586022e-20,1.5020887687669517e-26,9.999998621595447e-21,9.990435206216637e-17,4.3540342763907094e-17,8.326672684688674e-17,0.02,0.14,0.42,1.0,1.0,,,,,,,,,,,0.34,0.3,0.0,0.0
weak,weak,,20.0,16,16x16,Stage-I + Stage-II,50,0,0.0,2.8656670895962918e-05,1.4121759059836603e-05,2.450001314065569e-05,0.2014267304562394,0.21070323758074838,0.119664553518673,0.42862282971670307,0.6271665630379062,0.26769746768728553,0.2845642633681107,0.19537562505731318,4.225429229084646e-12,4.037259472747665e-12,3.2929514766156797e-12,6.180050702965536e-10,6.903418376797777e-10,3.9516201770192146e-10,4.6625361601882606e-23,2.35922336591171e-23,3.984431970422419e-23,1.00000005390673e-20,1.323156895991239e-26,1.000000171005142e-20,9.32788181866578e-17,4.498372722741774e-17,1.0626019854981767e-16,0.4,0.72,0.9,1.0,1.0,,,,,,,,,0.0,0.76,0.4,0.44,-0.040000000000000036,-0.040000000000000036
weak,weak,,20.0,16,16x16,Stage-I + Stage-II + VP,50,0,0.0,0.035731201086011216,0.17731827385082083,1.275304494977809e-05,0.047478514497078475,0.18035675398847298,0.0024225729668240535,0.008819966477784612,0.3340569547611604,0.02506391472593124,0.12029791881926646,0.000562163984258362,3.26252423918798e-11,1.5582218122186943e-10,1.1954739422753294e-12,1.7923621994103386e-24,7.602149853977607e-25,1.9509015729070716e-24,4.661587629243366e-23,2.352802161449517e-23,3.990124403262985e-23,1.0000001906587536e-20,1.7708196725269277e-26,1.0000002126835032e-20,1.109285172807255e-16,5.4383987660501947e-17,1.1757450506243965e-16,0.94,0.94,0.94,0.96,0.96,1.0,0.0,0.0,0.0,0.06,0.0,0.04,0.0,0.0,0.76,0.4,0.44,-0.040000000000000036,-0.040000000000000036
weak,weak,,20.0,16,16x16,Stage-I + VP,50,0,0.0,0.019285427182574023,0.13627563795580983,1.275303521432244e-05,0.0175099619158093,0.10207226022920671,0.0024226258826044182,0.006808228218478459,0.008945786312291527,0.011265991036816041,0.07391305325750758,0.0005621651382928378,1.285796234405829e-11,7.895591348071435e-11,1.1954727474853147e-12,1.779512139930595e-24,8.001485578927622e-25,1.7668585629267794e-24,4.6634875881386704e-23,2.3542257326158293e-23,3.9900470707233527e-23,9.999999111640416e-21,1.535438280656606e-26,1.0000000565987994e-20,9.902292008517246e-17,5.029528485682093e-17,8.326672684688674e-17,0.98,0.98,0.98,0.98,0.98,1.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,,,0.4,0.44,-0.040000000000000036,-0.040000000000000036
weak,weak,,20.0,16,16x16,Stage-I only,50,0,0.0,2.6181842048286105e-05,1.3614992864485611e-05,2.3090294754883733e-05,0.16762334863331954,0.15573597869337247,0.12454117447939894,0.38082561074575466,0.5040325021472837,0.21839595823026026,0.20858244053998654,0.15136379884925108,4.470102129711666e-12,4.08831925762775e-12,3.5301510951897372e-12,4.884847613251595e-10,5.279509632121148e-10,2.5943795938603067e-10,4.661362080008846e-23,2.3569185137835682e-23,3.9844575090217623e-23,1.0000001861972532e-20,1.546026146164247e-26,1.0000000348034484e-20,8.982766883181583e-17,4.6034436489812743e-17,9.47634626983522e-17,0.44,0.76,0.94,1.0,1.0,,,,,,,,,,,0.4,0.44,-0.040000000000000036,-0.040000000000000036
weak,weak,,20.0,16,32x32,Stage-I + Stage-II,50,0,0.0,0.23831713578486888,0.23372464281405445,0.20037235993009728,0.864453998820899,0.5838408644752773,0.9832586602960878,1.5922842375665744,1.7665475160540616,0.7240580912316038,0.5153178463814578,1.0918784237200416,3.86794798576166e-12,2.699070447583397e-12,3.1567216434304844e-12,1.7177488940799883e-09,1.2206391561001257e-09,2.4751631382682617e-09,4.998146860692215e-23,2.461677957834036e-23,4.510542382523269e-23,1.0000003515217429e-20,1.4160046674850042e-26,1.000000343502507e-20,9.573938073467076e-17,5.243328687831369e-17,1.0626019854981767e-16,0.18,0.22,0.34,0.34,0.34,,,,,,,,,0.0,0.22,0.52,0.7,0.14,0.14
weak,weak,,20.0,16,32x32,Stage-I + Stage-II + VP,50,0,0.0,0.4913560938279719,0.4246504916453039,0.7045270588502845,0.6231761500277044,0.5161954311052231,0.7903765641341487,1.1642246113254306,1.4269403512185872,0.36637864719738983,0.30965752563191123,0.44085940290091685,9.64716406672187e-10,1.0776744122203195e-09,5.011878299800511e-10,1.8825659075831795e-24,8.0730068475852e-25,2.0094265521448202e-24,5.000715859056594e-23,2.2523583799821982e-23,4.5203827902361324e-23,9.999995746220923e-21,1.3986393065762343e-26,9.99999693051905e-21,9.365664515154141e-17,4.733088414274618e-17,9.167043895452739e-17,0.34,0.34,0.44,0.34,0.36,1.0,0.0,0.0,0.0,0.56,0.26,0.64,0.0,0.0,0.22,0.52,0.7,0.14,0.14
weak,weak,,20.0,16,32x32,Stage-I + VP,50,0,0.0,0.5520170786965185,0.3939888201313273,0.7117174456346329,0.7097347154917621,0.43641802422303944,0.84096233789966,1.120197050260351,1.3643003440870594,0.4194030674076636,0.27370387165251736,0.47755739055001045,1.0240849060335569e-09,9.88178919018785e-10,6.980419131937012e-10,1.7076654001038552e-24,8.26983431342074e-25,1.9002668261227785e-24,5.008340096388758e-23,2.3654383860204922e-23,4.24120011702217e-23,9.999996816379944e-21,1.670321769569817e-26,9.999997223159895e-21,9.766894340564326e-17,5.0152368898767356e-17,1.1102230246251565e-16,0.2,0.2,0.3,0.2,0.24,1.0,0.0,0.0,0.0,0.7,0.2,0.76,0.0,,,0.52,0.7,0.14,0.14
weak,weak,,20.0,16,32x32,Stage-I only,50,0,0.0,0.30172579509593744,0.23226586495030885,0.29807582064122046,0.9760627636389937,0.5038101201836797,0.9844429766295749,1.580607918800077,1.7659371829920523,0.8832140809009611,0.4491341858685998,1.0920085453995698,3.687990113816551e-12,2.3158945654718672e-12,3.1567216434304844e-12,2.077642683750174e-09,1.0608966014879967e-09,2.5539949317169627e-09,4.5349923817597386e-23,1.8621111292014498e-23,4.360707454830219e-23,9.999999253724753e-21,1.6984858698464696e-26,9.999998639053522e-21,9.611874897573897e-17,4.547888737550167e-17,1.0626019854981767e-16,0.14,0.14,0.18,0.18,0.18,,,,,,,,,,,0.52,0.7,0.14,0.14
weak,weak,,20.0,16,8x8,Stage-I + Stage-II,50,0,0.0,2.9584025575342964e-05,1.1774210808187187e-05,2.826689479814263e-05,0.4831778475120474,0.30256972098013607,0.3975878349623079,0.938576153015107,1.0660881094553418,0.6724546641926986,0.39322120989980935,0.6178370867675794,4.091753666873395e-12,3.2911171950642705e-12,3.3245708790128534e-12,1.4877413364030285e-09,9.903271320082676e-10,1.46314891372143e-09,4.354312654424462e-23,1.4820520489173843e-23,4.188417949189923e-23,9.999997057004858e-21,1.5872427932731645e-26,9.999999259184242e-21,8.787176731938209e-17,5.3689110272095096e-17,1.0316717480599285e-16,0.08,0.14,0.6,1.0,1.0,,,,,,,,,0.0,0.38,0.46,0.54,0.020000000000000018,0.020000000000000018
weak,weak,,20.0,16,8x8,Stage-I + Stage-II + VP,50,0,0.0,1.8465181574324224e-05,2.7618900582475167e-05,1.4183143517229177e-05,0.03362579355611648,0.12857967962156766,0.00764476500956861,0.013830304838975436,0.02206117584816122,0.0017316821516606793,0.002793956247632544,0.0010720168240965383,2.3398882044440434e-12,2.5435867173531755e-12,1.5588559779096284e-12,1.9160110101254318e-24,7.008078885183505e-25,1.9060289755756918e-24,4.356242606570907e-23,1.4823948497491462e-23,4.1811892036585165e-23,9.999995700399598e-21,1.4062079754978937e-26,9.999997935921149e-21,9.598933092437987e-17,4.578555972778568e-17,1.1102230246251565e-16,0.96,0.96,0.96,1.0,1.0,1.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.38,0.46,0.54,0.020000000000000018,0.020000000000000018
weak,weak,,20.0,16,8x8,Stage-I + VP,50,0,0.0,0.018048405672677875,0.1274352942840916,1.4243154375752086e-05,0.06271664558231423,0.24087494435899365,0.007645135105722901,0.014710566139999211,0.33322819916852103,0.016509802413747107,0.10607529010986524,0.0010720089201281453,7.25979580553239e-11,4.971911817328787e-10,1.5649177328834073e-12,1.733846080402103e-24,6.711476800869628e-25,1.8082453211326328e-24,4.385165469658075e-23,1.505245141798925e-23,4.181146660512664e-23,1.0000000978909953e-20,2.0015862625467216e-26,1.00000008232199e-20,9.67730999155895e-17,4.783211356797099e-17,9.47634626983522e-17,0.94,0.94,0.94,0.98,0.98,1.0,0.0,0.0,0.0,0.06,0.02,0.02,0.0,,,0.46,0.54,0.020000000000000018,0.020000000000000018
weak,weak,,20.0,16,8x8,Stage-I only,50,0,0.0,3.1970045147308296e-05,1.2289811168364577e-05,2.8439531872307325e-05,0.8366899475032784,0.43040045792246046,0.9828565240825294,1.2962891061300963,1.6528995555880928,1.1703381583085077,0.553537361454967,1.2915298490444345,4.669566936705351e-12,3.7629630326332135e-12,4.118620112350113e-12,2.3648348447690524e-09,1.6741206714935072e-09,2.0645117263754964e-09,4.354895916095429e-23,1.482283180718746e-23,4.1867021691692274e-23,1.000000263211852e-20,1.595177080872623e-26,1.0000002671731885e-20,1.0522915512634795e-16,4.7699271829811144e-17,1.1102230246251565e-16,0.02,0.06,0.32,1.0,1.0,,,,,,,,,,,0.46,0.54,0.020000000000000018,0.020000000000000018
weak,weak,,20.0,32,16x16,Stage-I + Stage-II,50,0,0.0,1.3996958817214513e-05,4.998182668735324e-06,1.3670154676986317e-05,0.12156938190238303,0.10649142342355855,0.085195473901368,0.30546375881007637,0.3142315371485178,0.1318733703493679,0.11870182265193557,0.1058431706336782,2.907241438436764e-12,2.7925347006997664e-12,2.2835832904092598e-12,3.0836072256535086e-10,3.0205521150861045e-10,2.1450992462900484e-10,1.0579814289827262e-23,2.7135776107094567e-24,1.0418190657861826e-23,9.999999308287138e-21,1.4618235624144992e-26,9.999999017716841e-21,1.0219340769784238e-16,5.039552952684738e-17,8.326672684688674e-17,0.6,0.8,1.0,1.0,1.0,,,,,,,,,0.0,0.62,0.48,0.44,0.0,0.0
weak,weak,,20.0,32,16x16,Stage-I + Stage-II + VP,50,0,0.0,7.211385646955651e-06,2.6731100611738546e-06,7.135963247965505e-06,0.002042737181120247,0.0013157657887882684,0.0018085510608237202,0.004107007223270521,0.004435971210262985,0.0005827827100637336,0.0006426682419315034,0.000388469943588071,1.2429824287975702e-12,1.1985175612779322e-12,9.769879228287758e-13,2.0902956121402328e-24,6.535211104268285e-25,2.0679515313825692e-24,1.0580912704994446e-23,2.715462237430282e-24,1.0424354871778626e-23,1.0000003325036558e-20,1.525800660921043e-26,1.0000001575320237e-20,8.585981290938149e-17,4.541489716911925e-17,8.326672684688674e-17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.48,0.44,0.0,0.0
weak,weak,,20.0,32,16x16,Stage-I + VP,50,0,0.0,7.21138217422414e-06,2.6731040187012804e-06,7.135823866980815e-06,0.002042739327601381,0.0013157809888880978,0.0018084632457038164,0.0041069960736354934,0.004436153173659185,0.0005827800285904269,0.0006426620659437587,0.0003884887212529224,1.2429785532915708e-12,1.1985065339943007e-12,9.769869803519908e-13,1.5565608120575642e-24,8.031795314786123e-25,1.7360675407182024e-24,1.0580889206266466e-23,2.7154588936626273e-24,1.0424261977871128e-23,9.999999599071962e-21,2.0501896002118634e-26,9.9999999364736e-21,1.0018931661682881e-16,4.9198842482830703e-17,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.48,0.44,0.0,0.0
