snr_db,seed,lambda_rel,lambda_floor,selected_branch,ue_position_rmse_m,y_nmse,raw_objective,total_runtime_s,assignment_margin,sigma_delta_t_ns,rank1_ratio_max,initial_z_residual,direct_vp_good,direct_vp_raw_objective,direct_vp_nfev,stage2_rescue_mode,jnpp_num_candidates,jnpp_best_objective,jnpp_best_clock_std_ns,jnpp_runtime_s,error_message
-10.0,2025,0.01,1e-12,direct_vp,0.0015076083034484737,2.2200924322544453e-05,2.6512587737157958,40.45621291399584,16.432611417496723,0.06342552743835213,0.15398338125588126,0.9071508641534053,True,2.6512587737157958,5,,nan,nan,nan,nan,
-10.0,2026,0.01,1e-12,direct_vp,0.00057736164320491,7.367431112406644e-05,4.7022748466923705,39.23585691000335,20.31955760983559,0.015872598662666364,0.10994017062129631,0.9100489165005801,True,4.7022748466923705,5,,nan,nan,nan,nan,
-10.0,2027,0.01,1e-12,direct_vp,0.0017771245934697637,1.6181563740123664e-05,0.7882922958898317,39.50067788202432,37.51598211839312,0.11464618577824179,0.10466242067380438,0.908636683733663,True,0.7882922958898317,5,,nan,nan,nan,nan,
-10.0,2028,0.01,1e-12,direct_vp,0.0008494630928505465,4.567702071741157e-05,3.3985253658328776,39.803108541993424,18.05958810350892,0.008348809062573738,0.12932409943396453,0.9094194023231825,True,3.3985253658328776,5,,nan,nan,nan,nan,
-10.0,2029,0.01,1e-12,direct_vp,0.002801670958272846,1.7221455004333673e-05,3.3319348281536283,39.66796548399725,16.82771719369205,0.04167628336928797,0.15530036462795696,0.9088926749168893,True,3.3319348281536283,5,,nan,nan,nan,nan,
-10.0,2030,0.01,1e-12,direct_vp,0.0010900822896591008,4.621980772814346e-05,7.982647277633295,67.18419620697387,17.325688366658373,0.07191026226694217,0.17839647453064855,0.9078108944148569,True,7.982647277633295,5,,nan,nan,nan,nan,
-10.0,2031,0.01,1e-12,direct_vp,0.0008114969513914953,2.1405091417816133e-05,1.8360057918061357,75.52717155098799,19.56381494143984,0.045201056978140454,0.11830157046068557,0.9086296661793811,True,1.8360057918061357,5,,nan,nan,nan,nan,
-10.0,2032,0.01,1e-12,direct_vp,0.0005409315558000237,5.690163716016776e-05,4.750596863257228,40.44767247600248,19.1248237008421,0.041861768294139255,0.11051224630327804,0.9082966057642003,True,4.750596863257228,5,,nan,nan,nan,nan,
-10.0,2033,0.01,1e-12,direct_vp,0.0027994169904838155,5.067710981036841e-05,0.4603031549911875,47.29738858301425,6.083671320532945,0.559814011267841,0.6062570529865434,0.9095900073129692,True,0.4603031549911875,7,,nan,nan,nan,nan,
-10.0,2034,0.01,1e-12,direct_vp,0.00023029566065892716,6.563859194068109e-06,3.616231640343718,39.7079788580013,12.867254900028845,0.15098628979920348,0.24444723706892396,0.9090673743233995,True,3.616231640343718,5,,nan,nan,nan,nan,
-10.0,2035,0.01,1e-12,direct_vp,0.000726395868481373,7.063121618011489e-05,3.921732630738413,40.127243194001494,16.255794764418617,0.03947835423137195,0.1639064213271595,0.9094143901526835,True,3.921732630738413,5,,nan,nan,nan,nan,
-10.0,2036,0.01,1e-12,direct_vp,0.0014452111026564767,3.287847110757444e-05,4.791155175997325,41.28496158699272,38.52604691464006,0.06701899608223039,0.13478939247306715,0.909296883486636,True,4.791155175997325,5,,nan,nan,nan,nan,
-10.0,2037,0.01,1e-12,ris_only_stage2_then_vp,0.17006119946505957,0.9511485468073896,9.739715755865658,213.11872625697288,0.1188283089468321,33.65983962347666,0.9694017531011383,0.9094325848009914,False,9.781290354260971,20,robust_jnpp,1,0.14366895829915588,36.21071756095695,1.5563726700202096,
