figure,variant,snr_db,trial_id,seed,receiver_mode,K,paper_k,effective_K,selected_branch,reliability_decision,trigger_reasons,gof_pass,position_error_m,peb_position_m,error_over_peb,relative_outlier_5peb,y_nmse,raw_objective_final,direct_candidate_position_error_m,direct_candidate_y_nmse,direct_candidate_raw_objective,rescue_candidate_position_error_m,rescue_candidate_y_nmse,rescue_candidate_raw_objective,rescue_candidate_available,rescue_accept_decision,rescue_reject_reason,direct_candidate_lambda_jones_per_path,direct_candidate_snr_eff_per_path,direct_candidate_jones_leakage_per_path,rescue_candidate_lambda_jones_per_path,rescue_candidate_snr_eff_per_path,rescue_candidate_jones_leakage_per_path,direct_candidate_data_only_scaled_efim_lambda_min,direct_candidate_data_only_scaled_efim_condition_number,rescue_candidate_data_only_scaled_efim_lambda_min,rescue_candidate_data_only_scaled_efim_condition_number,legacy_stage1_decision,gof_reliability_decision,stage1_geometry_trigger,stage1_geometry_trigger_reasons,ngc_policy_active,ngc_lambda_ris,ngc_direct_clock_score,ngc_direct_clock_score_norm,ngc_direct_clock_dof,ngc_direct_clock_sigma_source,ngc_direct_clock_std_ns,ngc_direct_ris_score,ngc_direct_ris_score_norm,ngc_direct_ris_available,ngc_direct_total_score,ngc_direct_cert_status,ngc_direct_cert_reason,ngc_rescue_requested,ngc_rescue_request_reason,ngc_rescue_clock_score,ngc_rescue_clock_score_norm,ngc_rescue_clock_dof,ngc_rescue_clock_sigma_source,ngc_rescue_clock_std_ns,ngc_rescue_ris_score,ngc_rescue_ris_score_norm,ngc_rescue_ris_available,ngc_rescue_total_score,ngc_rescue_cert_status,ngc_rescue_cert_reason,ngc_selected_by,ngc_final_unreliable,ngc_threshold_clock_green,ngc_threshold_clock_red
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,52,2910844986,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.0007002582117764223,0.000367585070933519,1.9050235364511583,False,5.778294045081554e-06,0.166366768013189,0.0007002582117764223,5.778294045081554e-06,0.166366768013189,nan,nan,nan,False,not_run,not_requested,"[35.8381571478572,1.6263973638163662,2.7875115370149284]","[0.02790322046522844,0.6148558908456777,0.3587429098385314]","[7.286774536052621e-08,1.2354528577430309e-07,3.6153186206223184e-07]",,,,7964812.545658852,75.21062261087046,nan,nan,direct_vp,direct_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,52,2910844986,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.0007002582117764223,0.000367585070933519,1.9050235364511583,False,5.778294045081554e-06,0.166366768013189,0.0007002582117764223,5.778294045081554e-06,0.166366768013189,nan,nan,nan,False,not_run,not_requested,"[35.8381571478572,1.6263973638163662,2.7875115370149284]","[0.02790322046522844,0.6148558908456777,0.3587429098385314]","[7.286774536052621e-08,1.2354528577430309e-07,3.6153186206223184e-07]",,,,7964812.545658852,75.21062261087046,nan,nan,direct_vp,direct_vp,False,[],True,1.0,0.008180520859768685,0.008180520859768685,2,data_only_efim_tau_crb,0.026109578159123722,4.996456996592753e-05,4.996456996592753e-05,True,0.008230485429734613,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,53,3576518520,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0002476711193412541,0.0005335762906142651,0.46417189762335487,False,1.710840987795451e-06,0.18751556838208427,0.0002476711193412541,1.710840987795451e-06,0.18751556838208427,nan,nan,nan,False,not_run,not_requested,"[163.02004445995058,1.0407644989147198,31.052579035279898]","[0.006134214986566585,0.9608321585159096,0.03220344432044801]","[1.298580013502324e-09,9.372005020137386e-08,8.007807589993441e-08]",,,,3639663.128567837,166.93408940042414,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,53,3576518520,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0002476711193412541,0.0005335762906142651,0.46417189762335487,False,1.710840987795451e-06,0.18751556838208427,0.0002476711193412541,1.710840987795451e-06,0.18751556838208427,nan,nan,nan,False,not_run,not_requested,"[163.02004445995058,1.0407644989147198,31.052579035279898]","[0.006134214986566585,0.9608321585159096,0.03220344432044801]","[1.298580013502324e-09,9.372005020137386e-08,8.007807589993441e-08]",,,,3639663.128567837,166.93408940042414,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.04763768503379198,0.04763768503379198,2,data_only_efim_tau_crb,0.06300640512002992,0.0002923983801587376,0.0002923983801587376,True,0.04793008341395072,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,55,3199904066,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.00015833323303504618,0.0003434943240829625,0.4609486152580638,False,3.476065848098766e-06,0.39241461464078314,0.00015833323303504618,3.476065848098766e-06,0.39241461464078314,nan,nan,nan,False,not_run,not_requested,"[3.928167882719579,3.7318749951751697,2.0776333633093818]","[0.25457160433370896,0.2679618157867395,0.48131687604643636]","[3.671008090985934e-07,1.2233998522362802e-07,2.1715524057917152e-07]",,,,8545720.943036208,66.28593347394393,nan,nan,direct_vp,direct_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,55,3199904066,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.00015833323303504618,0.0003434943240829625,0.4609486152580638,False,3.476065848098766e-06,0.39241461464078314,0.00015833323303504618,3.476065848098766e-06,0.39241461464078314,nan,nan,nan,False,not_run,not_requested,"[3.928167882719579,3.7318749951751697,2.0776333633093818]","[0.25457160433370896,0.2679618157867395,0.48131687604643636]","[3.671008090985934e-07,1.2233998522362802e-07,2.1715524057917152e-07]",,,,8545720.943036208,66.28593347394393,nan,nan,direct_vp,direct_vp,False,[],True,1.0,0.0010641325924681546,0.0010641325924681546,2,data_only_efim_tau_crb,0.009416884624917781,8.495661777772988e-06,8.495661777772988e-06,True,0.0010726282542459276,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,29,1456316145,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.00017134341436456454,0.00034126583587062304,0.5020819442047002,False,4.60888365577836e-06,0.5857033567858015,0.00017134341436456454,4.60888365577836e-06,0.5857033567858015,nan,nan,nan,False,not_run,not_requested,"[7.064842918084689,2.3297197503318783,2.3284132796706785]","[0.14154596380807286,0.4292361773793677,0.42947702142426697]","[2.073594681584637e-07,8.864704213244573e-08,1.4347910772028895e-07]",,,,8701435.741167082,77.36662919207883,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,29,1456316145,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.00017134341436456454,0.00034126583587062304,0.5020819442047002,False,4.60888365577836e-06,0.5857033567858015,0.00017134341436456454,4.60888365577836e-06,0.5857033567858015,nan,nan,nan,False,not_run,not_requested,"[7.064842918084689,2.3297197503318783,2.3284132796706785]","[0.14154596380807286,0.4292361773793677,0.42947702142426697]","[2.073594681584637e-07,8.864704213244573e-08,1.4347910772028895e-07]",,,,8701435.741167082,77.36662919207883,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.008899001529569954,0.008899001529569954,2,data_only_efim_tau_crb,0.027232030052816412,4.538537879939486e-05,4.538537879939486e-05,True,0.008944386908369349,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,57,476784074,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.0001720159638516647,0.0003462672655432258,0.49677223627190176,False,5.421935548156069e-06,0.17667710714226822,0.0001720159638516647,5.421935548156069e-06,0.17667710714226822,nan,nan,nan,False,not_run,not_requested,"[3.3764926167952907,4.067853758887071,2.2137132064719514]","[0.29616531516237915,0.24582987965366862,0.4517296988038982]","[6.888329763232127e-07,2.5790824087849095e-08,2.233386775845249e-07]",,,,8522737.362227218,61.78839341600389,nan,nan,direct_vp,direct_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,57,476784074,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.0001720159638516647,0.0003462672655432258,0.49677223627190176,False,5.421935548156069e-06,0.17667710714226822,0.0001720159638516647,5.421935548156069e-06,0.17667710714226822,nan,nan,nan,False,not_run,not_requested,"[3.3764926167952907,4.067853758887071,2.2137132064719514]","[0.29616531516237915,0.24582987965366862,0.4517296988038982]","[6.888329763232127e-07,2.5790824087849095e-08,2.233386775845249e-07]",,,,8522737.362227218,61.78839341600389,nan,nan,direct_vp,direct_vp,False,[],True,1.0,0.0005102856451453245,0.0005102856451453245,2,data_only_efim_tau_crb,0.006521027814854832,3.067004543081551e-05,3.067004543081551e-05,True,0.00054095569057614,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,56,2167631329,full_6d,3,3,3,direct_vp,direct_vp,[],True,8.342613763403137e-05,0.00033803070936081365,0.24680046908099817,False,3.181765112091805e-06,0.39487010961661534,8.342613763403137e-05,3.181765112091805e-06,0.39487010961661534,nan,nan,nan,False,not_run,not_requested,"[4.303281702383899,22.29050272313872,1.3794463213966992]","[0.23238078962893005,0.044862155528670816,0.724928534360158]","[7.233153040649875e-07,1.458423462217275e-09,1.799660215045958e-07]",,,,8129749.647752376,84.94105326092046,nan,nan,direct_vp,direct_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,56,2167631329,full_6d,3,3,3,direct_vp,direct_vp,[],True,8.342613763403137e-05,0.00033803070936081365,0.24680046908099817,False,3.181765112091805e-06,0.39487010961661534,8.342613763403137e-05,3.181765112091805e-06,0.39487010961661534,nan,nan,nan,False,not_run,not_requested,"[4.303281702383899,22.29050272313872,1.3794463213966992]","[0.23238078962893005,0.044862155528670816,0.724928534360158]","[7.233153040649875e-07,1.458423462217275e-09,1.799660215045958e-07]",,,,8129749.647752376,84.94105326092046,nan,nan,direct_vp,direct_vp,False,[],True,1.0,0.006895532762838675,0.006895532762838675,2,data_only_efim_tau_crb,0.023971393998609182,2.128685965235213e-05,2.128685965235213e-05,True,0.006916819622491028,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,58,1249403404,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.00029851859680543483,0.00048249752736609266,0.6186945629235013,False,4.727360725960665e-06,0.6789274411460507,0.00029851859680543483,4.727360725960665e-06,0.6789274411460507,nan,nan,nan,False,not_run,not_requested,"[1.956317039273136,2.3202127443349303,17.683651382083422]","[0.5111645913842221,0.4309949604575254,0.05654940704132452]","[6.528701598937878e-07,4.3410952342412925e-08,5.7792931321925454e-08]",,,,4401919.279267283,95.44311768296835,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,58,1249403404,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.00029851859680543483,0.00048249752736609266,0.6186945629235013,False,4.727360725960665e-06,0.6789274411460507,0.00029851859680543483,4.727360725960665e-06,0.6789274411460507,nan,nan,nan,False,not_run,not_requested,"[1.956317039273136,2.3202127443349303,17.683651382083422]","[0.5111645913842221,0.4309949604575254,0.05654940704132452]","[6.528701598937878e-07,4.3410952342412925e-08,5.7792931321925454e-08]",,,,4401919.279267283,95.44311768296835,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.02938030436018795,0.02938030436018795,2,data_only_efim_tau_crb,0.049480892238139056,0.00013052063013031006,0.00013052063013031006,True,0.02951082499031826,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,59,1187262716,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.00026263660198002617,0.000376380895406567,0.6977947212127381,False,4.80355736349862e-06,0.24935707281858638,0.00026263660198002617,4.80355736349862e-06,0.24935707281858638,nan,nan,nan,False,not_run,not_requested,"[1.629068763760734,28.61336922571409,2.7914182118798445]","[0.613847630157645,0.034948698004872235,0.3582408382023744]","[5.488186084177518e-07,1.2888585293429258e-08,3.0021954375055474e-07]",,,,7669024.563213762,73.77341492029912,nan,nan,direct_vp,direct_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,59,1187262716,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.00026263660198002617,0.000376380895406567,0.6977947212127381,False,4.80355736349862e-06,0.24935707281858638,0.00026263660198002617,4.80355736349862e-06,0.24935707281858638,nan,nan,nan,False,not_run,not_requested,"[1.629068763760734,28.61336922571409,2.7914182118798445]","[0.613847630157645,0.034948698004872235,0.3582408382023744]","[5.488186084177518e-07,1.2888585293429258e-08,3.0021954375055474e-07]",,,,7669024.563213762,73.77341492029912,nan,nan,direct_vp,direct_vp,False,[],True,1.0,0.003670676538634644,0.003670676538634644,2,data_only_efim_tau_crb,0.01748970301499963,5.3578965520173654e-05,5.3578965520173654e-05,True,0.003724255504154818,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,60,1839575832,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.0005858754381341242,0.0004322350168516508,1.3554557481288123,False,3.7539430767552846e-06,0.5609026974825991,0.0005858754381341242,3.7539430767552846e-06,0.5609026974825991,nan,nan,nan,False,not_run,not_requested,"[7.81382554397268,1.2335055989070045,17.007918536309]","[0.12797828597076272,0.8106975767964534,0.05879614238792143]","[5.017889492295442e-07,1.089240726660808e-09,1.7474773722779427e-08]",,,,5690352.98612162,93.95818496610943,nan,nan,direct_vp,direct_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,60,1839575832,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.0005858754381341242,0.0004322350168516508,1.3554557481288123,False,3.7539430767552846e-06,0.5609026974825991,0.0005858754381341242,3.7539430767552846e-06,0.5609026974825991,nan,nan,nan,False,not_run,not_requested,"[7.81382554397268,1.2335055989070045,17.007918536309]","[0.12797828597076272,0.8106975767964534,0.05879614238792143]","[5.017889492295442e-07,1.089240726660808e-09,1.7474773722779427e-08]",,,,5690352.98612162,93.95818496610943,nan,nan,direct_vp,direct_vp,False,[],True,1.0,0.006329755709361286,0.006329755709361286,2,data_only_efim_tau_crb,0.02296692496715165,4.1465174857297096e-05,4.1465174857297096e-05,True,0.006371220884218583,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,33,3489193506,full_6d,3,3,3,direct_vp,direct_vp,[],True,9.956830167082704e-05,0.0003666393535416366,0.2715701430002652,False,3.520694983241729e-06,0.5019829084230987,9.956830167082704e-05,3.520694983241729e-06,0.5019829084230987,nan,nan,nan,False,not_run,not_requested,"[2.3205277193333553,5.733218355101038,2.515168553167318]","[0.4309364596967456,0.174422102570807,0.39758766812593865]","[5.084983517307126e-08,6.529067383846249e-08,6.263640586187871e-07]",,,,7782414.536889594,79.36566833030543,nan,nan,direct_vp,direct_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,33,3489193506,full_6d,3,3,3,direct_vp,direct_vp,[],True,9.956830167082704e-05,0.0003666393535416366,0.2715701430002652,False,3.520694983241729e-06,0.5019829084230987,9.956830167082704e-05,3.520694983241729e-06,0.5019829084230987,nan,nan,nan,False,not_run,not_requested,"[2.3205277193333553,5.733218355101038,2.515168553167318]","[0.4309364596967456,0.174422102570807,0.39758766812593865]","[5.084983517307126e-08,6.529067383846249e-08,6.263640586187871e-07]",,,,7782414.536889594,79.36566833030543,nan,nan,direct_vp,direct_vp,False,[],True,1.0,0.001506716450340207,0.001506716450340207,2,data_only_efim_tau_crb,0.011205342662989707,4.032688166807846e-05,4.032688166807846e-05,True,0.0015470433320082853,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,61,3445288900,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.000368058784177515,0.00043978247099798416,0.8369109922509896,False,5.15992201131754e-06,0.5671064602717045,0.000368058784177515,5.15992201131754e-06,0.5671064602717045,nan,nan,nan,False,not_run,not_requested,"[11.71582761660919,1.176059458788443,15.299899683388064]","[0.08535461878686343,0.8502971448646035,0.06535990566464005]","[2.460652141767553e-08,2.048056277375651e-07,1.4120978427949783e-07]",,,,5645203.111919297,109.13642945642287,nan,nan,direct_vp,direct_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,61,3445288900,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.000368058784177515,0.00043978247099798416,0.8369109922509896,False,5.15992201131754e-06,0.5671064602717045,0.000368058784177515,5.15992201131754e-06,0.5671064602717045,nan,nan,nan,False,not_run,not_requested,"[11.71582761660919,1.176059458788443,15.299899683388064]","[0.08535461878686343,0.8502971448646035,0.06535990566464005]","[2.460652141767553e-08,2.048056277375651e-07,1.4120978427949783e-07]",,,,5645203.111919297,109.13642945642287,nan,nan,direct_vp,direct_vp,False,[],True,1.0,0.021155475520340885,0.021155475520340885,2,data_only_efim_tau_crb,0.04198757308254123,4.337087423384851e-05,4.337087423384851e-05,True,0.021198846394574734,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,62,1815661330,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0004066357917008455,0.0005692369713952982,0.714352391244214,False,5.065186284694243e-06,0.5661605423265488,0.0004066357917008455,5.065186284694243e-06,0.5661605423265488,nan,nan,nan,False,not_run,not_requested,"[1.0838011200362423,18.80509904587964,44.59470627311704]","[0.9226785076264511,0.05317706636596012,0.02242418626621236]","[2.0739481186036987e-07,2.6934186364272425e-09,3.2571306015883025e-08]",,,,3411979.8844634253,173.89305087197027,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,62,1815661330,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0004066357917008455,0.0005692369713952982,0.714352391244214,False,5.065186284694243e-06,0.5661605423265488,0.0004066357917008455,5.065186284694243e-06,0.5661605423265488,nan,nan,nan,False,not_run,not_requested,"[1.0838011200362423,18.80509904587964,44.59470627311704]","[0.9226785076264511,0.05317706636596012,0.02242418626621236]","[2.0739481186036987e-07,2.6934186364272425e-09,3.2571306015883025e-08]",,,,3411979.8844634253,173.89305087197027,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.006932571497572518,0.006932571497572518,2,data_only_efim_tau_crb,0.02403568787167067,0.00036316572743458797,0.00036316572743458797,True,0.007295737225007106,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,31,3399679668,full_6d,3,3,3,direct_vp_rollback,jnpp_then_vp,[],False,0.0003844369154225374,0.0004383491005625335,0.8770108457601246,False,3.313037503451598e-06,0.40279999820292334,0.0003844369154225374,3.313037503451598e-06,0.40279999820292334,0.00038444884597108834,3.313056537662061e-06,0.4027999982029261,True,rollback,existing_selector_rollback,"[1.775148763497842,2.9692816177893517,9.992561919597708]","[0.563333068507326,0.3367817973229285,0.10007443616924483]","[6.768129981884904e-07,2.471284853691751e-07,1.6000039128964995e-08]","[1.7751487632769727,2.969281618703376,9.992561918736769]","[0.5633330685774176,0.33678179721925805,0.10007443617786704]","[4.16584980474336e-07,2.8740405536043303e-08,4.694520317583505e-09]",5346066.472518943,93.71675533436681,5346066.108675422,93.71676171494732,direct_vp,jnpp_then_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,31,3399679668,full_6d,3,3,3,direct_vp,direct_vp,[],False,0.0003844369154225374,0.0004383491005625335,0.8770108457601246,False,3.313037503451598e-06,0.40279999820292334,0.0003844369154225374,3.313037503451598e-06,0.40279999820292334,nan,nan,nan,False,not_run,not_requested,"[1.775148763497842,2.9692816177893517,9.992561919597708]","[0.563333068507326,0.3367817973229285,0.10007443616924483]","[6.768129981884904e-07,2.471284853691751e-07,1.6000039128964995e-08]",,,,5346066.472518943,93.71675533436681,nan,nan,direct_vp,jnpp_then_vp,False,[],True,1.0,0.0023926194612484356,0.0023926194612484356,2,data_only_efim_tau_crb,0.014120373759360491,2.2546937083280104e-05,2.2546937083280104e-05,True,0.0024151663983317155,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,63,3424526765,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.00010961357036613268,0.0003765527517119302,0.2910975152028343,False,5.86108760613685e-06,0.32541658072709445,0.00010961357036613268,5.86108760613685e-06,0.32541658072709445,nan,nan,nan,False,not_run,not_requested,"[8.255196890571792,1.8552138800309388,2.9488076430367776]","[0.12113581459623797,0.5390214092088769,0.339120119400945]","[5.372486124405801e-07,5.152683874049457e-08,9.429442299068803e-07]",,,,7479816.908837734,71.76390935266723,nan,nan,direct_vp,direct_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,63,3424526765,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.00010961357036613268,0.0003765527517119302,0.2910975152028343,False,5.86108760613685e-06,0.32541658072709445,0.00010961357036613268,5.86108760613685e-06,0.32541658072709445,nan,nan,nan,False,not_run,not_requested,"[8.255196890571792,1.8552138800309388,2.9488076430367776]","[0.12113581459623797,0.5390214092088769,0.339120119400945]","[5.372486124405801e-07,5.152683874049457e-08,9.429442299068803e-07]",,,,7479816.908837734,71.76390935266723,nan,nan,direct_vp,direct_vp,False,[],True,1.0,0.0028234092041468017,0.0028234092041468017,2,data_only_efim_tau_crb,0.015338973249392112,9.554624544028228e-05,9.554624544028228e-05,True,0.002918955449587084,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,0.0,36,3263447461,full_6d,3,3,3,direct_vp_rollback,jnpp_then_vp,[],False,0.00038452357569235897,0.0003183960158201883,1.2076896587472241,False,6.908149670493601e-06,0.244893790103398,0.00038452357569235897,6.908149670493601e-06,0.244893790103398,0.000384528922439443,6.908204413567782e-06,0.2448937901034021,True,rollback,existing_selector_rollback,"[5.5482329373426955,302.1195554957657,1.2249281439242263]","[0.18023756595796386,0.003309947937851695,0.8163744175190041]","[4.3668983816151237e-07,5.5326670131132326e-09,6.913454726380841e-08]","[5.548232933676539,302.1195639329995,1.2249281436801338]","[0.1802375660770611,0.0033099478454154284,0.8163744176816837]","[4.009970872164537e-07,5.544983329400635e-09,7.83405892617904e-08]",7748343.767741153,90.34306809668621,7748343.75867271,90.34306972013086,direct_vp,jnpp_then_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,0.0,36,3263447461,full_6d,3,3,3,direct_vp,direct_vp,[],False,0.00038452357569235897,0.0003183960158201883,1.2076896587472241,False,6.908149670493601e-06,0.244893790103398,0.00038452357569235897,6.908149670493601e-06,0.244893790103398,nan,nan,nan,False,not_run,not_requested,"[5.5482329373426955,302.1195554957657,1.2249281439242263]","[0.18023756595796386,0.003309947937851695,0.8163744175190041]","[4.3668983816151237e-07,5.5326670131132326e-09,6.913454726380841e-08]",,,,7748343.767741153,90.34306809668621,nan,nan,direct_vp,jnpp_then_vp,False,[],True,1.0,0.21354875760167527,0.21354875760167527,2,data_only_efim_tau_crb,0.13340063643078923,0.00015145016440166198,0.00015145016440166198,True,0.21370020776607693,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
