figure,variant,snr_db,trial_id,seed,receiver_mode,K,paper_k,effective_K,selected_branch,reliability_decision,trigger_reasons,gof_pass,position_error_m,peb_position_m,error_over_peb,relative_outlier_5peb,y_nmse,raw_objective_final,direct_candidate_position_error_m,direct_candidate_y_nmse,direct_candidate_raw_objective,rescue_candidate_position_error_m,rescue_candidate_y_nmse,rescue_candidate_raw_objective,rescue_candidate_available,rescue_accept_decision,rescue_reject_reason
fig1_fig2,free_jones_vp_force_rescue,0.0,0,3147786918,full_6d,3,3,3,ris_only_stage2_then_vp,jnpp_then_vp,[],False,0.00027213694036224627,0.0003571212682911131,0.7620294967714146,False,4.83796800608287e-06,0.39631226658976376,0.024922375343859826,0.0021351305917354673,0.39713557219610485,0.00027213694036224627,4.83796800608287e-06,0.39631226658976376,True,accepted,accepted
fig1_fig2,free_jones_vp,0.0,1,112311654,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.005936852769109533,0.0004542847401665286,13.068571854148662,True,0.0001945485810437172,0.30386921678176565,0.005936852769109533,0.0001945485810437172,0.30386921678176565,nan,nan,nan,False,not_run,not_requested
fig1_fig2,free_jones_vp_gated_rescue,0.0,1,112311654,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.005936852769109533,0.0004542847401665286,13.068571854148662,True,0.0001945485810437172,0.30386921678176565,0.005936852769109533,0.0001945485810437172,0.30386921678176565,nan,nan,nan,False,not_run,not_requested
fig1_fig2,free_jones_vp_force_rescue,0.0,1,112311654,full_6d,3,3,3,direct_vp_rollback,jnpp_then_vp,"[""poor_clock_consistency""]",True,0.005936852769109533,0.0004542847401665286,13.068571854148662,True,0.0001945485810437172,0.30386921678176565,0.005936852769109533,0.0001945485810437172,0.30386921678176565,0.0011661818061180524,1.0960855352547929e-05,0.3038181583902808,True,rollback,existing_selector_rollback
fig1_fig2,free_jones_vp,0.0,2,3251202663,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.0008591214852812299,0.00034924305916974056,2.459952925975477,False,2.427807443777452e-05,0.22850834499208725,0.0008591214852812299,2.427807443777452e-05,0.22850834499208725,nan,nan,nan,False,not_run,not_requested
fig1_fig2,free_jones_vp_gated_rescue,0.0,2,3251202663,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.0008591214852812299,0.00034924305916974056,2.459952925975477,False,2.427807443777452e-05,0.22850834499208725,0.0008591214852812299,2.427807443777452e-05,0.22850834499208725,nan,nan,nan,False,not_run,not_requested
fig1_fig2,free_jones_vp_force_rescue,0.0,2,3251202663,full_6d,3,3,3,direct_vp_rollback,jnpp_then_vp,[],True,0.0008591214852812299,0.00034924305916974056,2.459952925975477,False,2.427807443777452e-05,0.22850834499208725,0.0008591214852812299,2.427807443777452e-05,0.22850834499208725,0.0015369838240855609,1.5068297630805647e-05,0.22850747852869957,True,rollback,existing_selector_rollback
fig1_fig2,free_jones_vp,0.0,3,3422926171,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.00027600342094026304,0.00034567784068279895,0.7984411739991439,False,1.0066392792782564e-05,0.27814527086432,0.00027600342094026304,1.0066392792782564e-05,0.27814527086432,nan,nan,nan,False,not_run,not_requested
fig1_fig2,free_jones_vp_gated_rescue,0.0,3,3422926171,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.00027600342094026304,0.00034567784068279895,0.7984411739991439,False,1.0066392792782564e-05,0.27814527086432,0.00027600342094026304,1.0066392792782564e-05,0.27814527086432,nan,nan,nan,False,not_run,not_requested
fig1_fig2,free_jones_vp_force_rescue,0.0,3,3422926171,full_6d,3,3,3,direct_vp_rollback,jnpp_then_vp,[],True,0.00027600342094026304,0.00034567784068279895,0.7984411739991439,False,1.0066392792782564e-05,0.27814527086432,0.00027600342094026304,1.0066392792782564e-05,0.27814527086432,0.0014925631394697137,1.6409002834378245e-05,0.278146113922466,True,rollback,existing_selector_rollback
